0	0
-0.000349058	0.000122671
-0.000270234	0.000348907
-0.000305026	0.000544055
-3.54652e-05	0.00119402
-0.000333134	0.00124591
-0.000249212	0.00145607
-0.000557677	0.00138826
-0.000888859	0.00142718
-0.00113462	0.00138768
-0.000814989	0.00402215
-0.00348898	0.00745284
-0.00433372	0.026345
-0.00740674	0.0449752
-0.00964821	0.091479
-0.0118249	0.113979
-0.014313	0.160848
-0.0184112	0.183964
-0.0229426	0.237821
-0.0236324	0.263117
-0.0266662	0.313292
-0.0297915	0.33742
-0.0341327	0.38936
-0.0350921	0.415236
-0.0419872	0.471845
-0.045167	0.500606
-0.0504382	0.56856
-0.0501762	0.603743
-0.0545321	0.670108
-0.057245	0.704903
-0.0648762	0.772857
-0.0678052	0.803899
-0.0722824	0.870418
-0.073804	0.903861
-0.0795695	0.971394
-0.0827089	1.00517
-0.0873968	1.07303
-0.0892498	1.10688
-0.0971455	1.18046
-0.0985364	1.21962
-0.105553	1.29635
-0.107613	1.33984
-0.11358	1.42607
-0.11814	1.4704
-0.122713	1.55399
-0.124197	1.5972
-0.131475	1.68762
-0.133177	1.73093
-0.139781	1.81532
-0.141713	1.85757
-0.147265	1.94565
-0.149797	1.99009
-0.155182	2.07701
-0.157802	2.12039
-0.164542	2.21137
-0.165608	2.25458
-0.171844	2.34137
-0.174891	2.38543
-0.183111	2.47771
-0.187435	2.51936
-0.1908	2.61769
-0.191766	2.663
-0.199913	2.75788
-0.201089	2.80398
-0.2058	2.89894
-0.20962	2.94626
-0.211229	3.03973
-0.210374	3.08909
-0.21565	3.18648
-0.218451	3.28401
-0.218774	3.38159
-0.216617	3.47918
-0.210172	3.57593
-0.212233	3.62683
-0.201929	3.72906
-0.193401	3.81274
-0.194039	3.86293
-0.186388	3.97068
-0.180941	4.02108
-0.171237	4.12249
-0.168426	4.17213
-0.159121	4.27796
-0.15173	4.32386
-0.144679	4.42751
-0.139438	4.47654
-0.132075	4.57855
-0.124242	4.62805
-0.115587	4.73039
-0.111037	4.77873
-0.102531	4.87783
-0.098682	4.92713
-0.0879977	5.02799
-0.0842608	5.07761
-0.07516	5.18015
-0.0702692	5.23011
-0.059834	5.32716
-0.0553981	5.3801
-0.0451578	5.48007
-0.0395093	5.53042
-0.0275832	5.63514
-0.0226575	5.68084
-0.0125518	5.78283
-0.00669764	5.83343
0.00425631	5.93429
0.00735295	5.98613
0.0174209	6.08369
0.0228463	6.13048
0.0321979	6.23335
0.0395418	6.28323
0.0463583	6.38559
0.0528706	6.43564
0.0628557	6.53856
0.070189	6.58955
0.0786021	6.68489
0.0841047	6.7364
0.0951287	6.83518
0.100535	6.88637
0.112462	6.98818
0.118148	7.03659
0.125215	7.14155
0.133498	7.18985
0.142875	7.29019
0.14998	7.34095
0.159065	7.44416
0.163273	7.49164
0.175671	7.59265
0.181493	7.64087
0.193722	7.73978
0.197651	7.792
0.208909	7.89218
0.214811	7.9426
0.226629	8.04514
0.229857	8.09676
0.243288	8.19535
0.248859	8.2477
0.25905	8.35195
0.265075	8.40134
0.27982	8.50564
0.285021	8.55643
0.298395	8.65637
0.304095	8.70821
0.314299	8.80722
0.321256	8.85776
0.331315	8.96049
0.336692	9.01171
0.344284	9.11637
0.352139	9.16616
0.362531	9.26839
0.367807	9.32032
0.369902	9.42191
0.37441	9.47385
0.381344	9.56861
0.381414	9.61533
0.380896	9.71478
0.380181	9.75825
0.377966	9.85739
0.375205	9.90555
0.367515	10.0011
0.365706	10.0471
0.350778	10.1437
0.343827	10.1938
0.327221	10.285
0.318985	10.3386
0.299839	10.4306
0.288202	10.4773
0.264908	10.5722
0.254893	10.6148
0.232342	10.7077
0.218141	10.751
0.199856	10.8416
0.178226	10.8887
0.156253	10.9748
0.142022	11.02
0.117347	11.1089
0.102852	11.154
0.0768412	11.2444
0.0644264	11.2901
0.0380235	11.379
0.023785	11.4265
-0.00332296	11.5228
0.00113681	11.508
-0.0291594	11.6116
-0.0412221	11.6554
-0.0669217	11.7448
-0.0807722	11.7899
-0.107539	11.8805
-0.123591	11.925
-0.154001	12.0153
-0.171164	12.0537
-0.204812	12.1405
-0.219983	12.1772
-0.253744	12.2518
-0.275274	12.2908
-0.313421	12.369
-0.335409	12.4041
-0.378835	12.4787
-0.40262	12.5153
-0.453918	12.584
-0.476828	12.6193
-0.530177	12.687
-0.557793	12.7186
-0.610403	12.7852
-0.640453	12.8159
-0.700155	12.8767
-0.733733	12.9063
-0.767912	12.9353
-0.802679	12.9636
-0.838021	12.9912
-0.871165	13.017
-0.943075	13.0688
-0.976147	13.0924
-1.04212	13.1397
-1.08288	13.1635
-1.1511	13.2016
-1.18567	13.2285
-1.26643	13.2672
-1.30367	13.2812
-1.38094	13.3182
-1.41901	13.3332
-1.49554	13.3661
-1.53496	13.3852
-1.61319	13.4217
-1.65589	13.4386
-1.73558	13.4717
-1.77043	13.4837
-1.84865	13.5155
-1.88848	13.5304
-1.9642	13.5609
-2.00086	13.5789
-2.07613	13.6084
-2.12236	13.6176
-2.16861	13.6265
-2.21489	13.6354
-2.32797	13.6809
-2.36855	13.6938
-2.45879	13.7195
-2.50376	13.7347
-2.60167	13.7531
-2.64076	13.7676
-2.7264	13.7827
-2.76813	13.791
-2.85086	13.8045
-2.89205	13.81
-2.97931	13.8203
-3.0232	13.8266
-3.10949	13.8282
-3.14946	13.8384
-3.23911	13.8366
-3.28329	13.8411
-3.37171	13.8359
-3.41444	13.8317
-3.49773	13.8264
-3.54045	13.8255
-3.61911	13.8119
-3.66077	13.8064
-3.74206	13.7946
-3.78494	13.7884
-3.86878	13.769
-3.91083	13.761
-3.9895	13.7384
-4.03132	13.7284
-4.07295	13.7178
-4.11439	13.7064
-4.15563	13.6943
-4.23431	13.6697
-4.27316	13.6511
-4.3503	13.6157
-4.39086	13.5967
-4.46661	13.5592
-4.50381	13.5405
-4.58066	13.4933
-4.61449	13.4731
-4.68597	13.4231
-4.72058	13.3995
-4.783	13.3535
-4.81754	13.3224
-4.88378	13.2751
-4.9477	13.2248
-5.00916	13.1715
-5.06804	13.1154
-5.12547	13.0476
